Wall time,Step,Value
1615107896.131178,66,0.021863091737031937
1615107897.937553,67,0.007581089623272419
1615107899.6935518,68,0.031212860718369484
1615107901.5065553,69,0.02900548093020916
1615107903.2685509,70,0.03159245476126671
1615107905.0415616,71,0.03220081701874733
1615107907.0024166,72,0.01428244635462761
1615107908.9882166,73,0.022650208324193954
1615107910.8960502,75,0.022067399695515633
1615107912.7387702,76,0.025223536416888237
1615107914.5875306,77,0.03788609802722931
1615107916.4166718,78,0.020856700837612152
1615107918.2376733,79,0.01333446241915226
1615107920.0126755,80,0.014211528934538364
1615107921.9800425,81,0.012156151235103607
1615107923.7740524,82,0.014686442911624908
1615107925.7270439,83,0.02842811308801174
1615107927.7739367,84,0.013720165938138962
1615107929.572174,85,0.021862488240003586
1615107931.358165,87,0.02218843437731266
1615107933.2241588,88,0.028446491807699203
1615107935.043157,89,0.03844176605343819
1615107936.9421554,90,0.018880421295762062
1615107938.8457363,91,0.018979184329509735
1615107940.6367776,92,0.015098058618605137
1615107942.4392676,93,0.0217636376619339
1615107944.2511568,94,0.023206938058137894
1615107946.1262066,95,0.02098006010055542
1615107948.006289,96,0.0317346453666687
1615107949.7959561,97,0.021186668425798416
1615107951.6761823,99,0.025908516719937325
1615107957.1219714,100,0.018551861867308617
1615107959.0486498,101,0.020092299208045006
1615107960.8486485,102,0.009122570976614952
1615107962.7386563,103,0.01487364899367094
1615107964.6256475,104,0.03552428260445595
1615107966.572477,105,0.014579235576093197
1615107968.3860571,106,0.020825758576393127
1615107970.2296624,107,0.011609516106545925
1615107972.0903912,108,0.026501154527068138
1615107973.8403938,109,0.02706315368413925
1615107975.6273947,110,0.019038261845707893
1615107977.4253917,111,0.024516629055142403
1615107979.1623921,113,0.01082963403314352
1615107980.9454267,114,0.023208389058709145
1615107982.7048945,115,0.013654322363436222
1615107984.4742692,116,0.025178836658596992
1615107986.222987,117,0.00933853443711996
1615107988.0168774,118,0.014248063787817955
1615107989.7909737,119,0.007920327596366405
1615107991.578772,120,0.024358157068490982
1615107993.3483756,121,0.022206159308552742
1615107995.0943675,122,0.020083455368876457
1615107996.949365,123,0.010007163509726524
1615107998.753314,125,0.011908184736967087
1615108000.5573301,126,0.01620027981698513
1615108002.490154,127,0.011572051793336868
1615108004.2901485,128,0.017768725752830505
1615108006.0621467,129,0.016464995220303535
1615108007.8282933,130,0.015911772847175598
1615108009.5924883,131,0.023006940260529518
1615108011.4007797,132,0.011085879057645798
1615108013.1519518,133,0.028918767347931862
1615108014.9199548,134,0.013333730399608612
1615108016.6960812,135,0.010476398281753063
1615108018.453057,136,0.012008816003799438
1615108020.2194266,138,0.015147323720157146
1615108021.973375,139,0.010199460200965405
1615108023.7173653,140,0.010394704528152943
1615108025.454357,141,0.02078990265727043
1615108027.2350624,142,0.01151345670223236
1615108028.9770606,143,0.018725106492638588
1615108030.7730682,144,0.013248153030872345
1615108032.554059,145,0.014555079862475395
1615108034.2890787,146,0.025357287377119064
1615108036.037063,147,0.006503180600702763
1615108037.8030608,148,0.021228276193141937
1615108039.5580618,150,0.015290804207324982
1615108041.302063,151,0.02168293669819832
1615108043.0440626,152,0.007667656987905502
1615108044.7860596,153,0.021671263501048088
1615108046.5251713,154,0.01999259740114212
1615108048.3224773,155,0.006485611665993929
1615108050.1555562,156,0.007023271173238754
1615108051.9920537,157,0.016500581055879593
1615108053.8140404,158,0.003082635812461376
1615108055.6605492,159,0.02427166886627674
1615108057.4125156,160,0.01991971954703331
1615108059.256263,162,0.017323801293969154
1615108061.011873,163,0.02001355029642582
1615108062.825089,164,0.021734479814767838
1615108064.5550876,165,0.02180328033864498
1615108066.3041048,166,0.020373109728097916
1615108068.0646396,167,0.02917417511343956
1615108069.9969368,168,0.03347697854042053
1615108071.8375542,169,0.008645705878734589
1615108073.7857964,170,0.017045674845576286
1615108075.6903362,171,0.01877366565167904
1615108077.8253357,172,0.01340924110263586
1615108079.7943377,173,0.009690972045063972
1615108081.909337,175,0.019475175067782402
1615108083.9463637,176,0.027201557531952858
1615108086.028731,177,0.017873700708150864
1615108088.018995,178,0.014475538395345211
1615108089.8750663,179,0.0223555788397789
1615108091.6926134,180,0.024374842643737793
1615108093.4938076,181,0.00481265876442194
1615108095.2865908,182,0.008448793552815914
1615108097.1250815,183,0.012635340914130211
1615108099.1052027,184,0.02724270708858967
1615108100.9521177,185,0.015524634160101414
1615108102.7107058,187,0.010412080213427544
1615108104.492295,188,0.008886651135981083
1615108106.2652981,189,0.010841164737939835
1615108108.0200388,190,0.01513548381626606
1615108109.7690177,191,0.012283626943826675
1615108111.5810194,192,0.014949961565434933
1615108113.3316526,193,0.017835669219493866
1615108115.1014876,194,0.006367559544742107
1615108116.847305,195,0.007586322724819183
1615108118.606463,196,0.016727831214666367
1615108120.3976579,197,0.01784762553870678
1615108122.1782188,199,0.016929585486650467
1615108127.3571305,200,0.023454880341887474
1615108129.1071296,201,0.021630659699440002
1615108130.8681426,202,0.012221364304423332
1615108132.6641314,203,0.0187041275203228
1615108134.4926214,204,0.007300013676285744
1615108136.2936275,205,0.019421279430389404
1615108138.0943499,206,0.01167135126888752
1615108139.9048254,207,0.020917166024446487
1615108141.7290013,208,0.021970858797430992
1615108143.523704,209,0.004277464002370834
1615108145.294853,210,0.017347916960716248
1615108147.1012213,211,0.02035457268357277
1615108148.868097,213,0.025060517713427544
1615108150.75609,214,0.016415325924754143
1615108152.6650941,215,0.017995361238718033
1615108154.6145034,216,0.020972840487957
1615108156.5260587,217,0.017386142164468765
1615108158.3057623,218,0.018603283911943436
1615108160.2028344,219,0.018968313932418823
1615108161.9899065,220,0.0100902384147048
1615108163.8628237,221,0.009604332037270069
1615108165.7412598,222,0.013768944889307022
1615108167.660143,223,0.021493500098586082
1615108169.5102444,225,0.03442952409386635
1615108171.273326,226,0.011186501011252403
1615108173.0833032,227,0.020789342001080513
1615108174.9432917,228,0.022503972053527832
1615108176.756291,229,0.008397604338824749
1615108178.7101247,230,0.007407370954751968
1615108180.583129,231,0.014908190816640854
1615108182.4702833,232,0.009351467713713646
1615108184.4050806,233,0.009367451071739197
1615108186.2461243,234,0.016881076619029045
1615108188.0424142,235,0.01398481149226427
1615108189.973878,236,0.01226105261594057
1615108191.7507288,238,0.008972025476396084
1615108193.6078625,239,0.007969689555466175
1615108195.437918,240,0.01410194206982851
1615108197.217002,241,0.01633446291089058
1615108198.9790242,242,0.020791124552488327
1615108200.782007,243,0.026116445660591125
1615108202.8439968,244,0.016033750027418137
1615108204.7609956,245,0.012025336734950542
1615108206.5189965,246,0.010962194763123989
1615108208.265172,247,0.013979229144752026
1615108210.0469663,248,0.015154367312788963
1615108211.8311374,250,0.022552145645022392
1615108213.593135,251,0.01922905631363392
1615108215.3872862,252,0.022574912756681442
1615108217.1506639,253,0.009795219637453556
1615108218.9096024,254,0.02158876322209835
1615108220.7550137,255,0.012181323021650314
1615108222.5299761,256,0.00830222386866808
1615108224.2999644,257,0.018647626042366028
1615108226.0929737,258,0.02063177339732647
1615108227.9079268,259,0.014834100380539894
1615108229.6829283,260,0.010658123530447483
1615108231.4549294,262,0.007935662753880024
1615108233.2091556,263,0.013000963255763054
1615108235.0059958,264,0.013695022091269493
1615108236.805006,265,0.006749688647687435
1615108238.9370074,266,0.011356184259057045
1615108240.9087489,267,0.011113421991467476
1615108243.0336244,268,0.014643928967416286
1615108245.049387,269,0.0153524000197649
1615108246.9337423,270,0.012621767818927765
1615108248.7297359,271,0.014645896852016449
1615108250.474671,272,0.02451837994158268
1615108252.2336295,273,0.02081717550754547
1615108253.9828155,275,0.008837965317070484
1615108255.8328297,276,0.012236849404871464
1615108257.6015668,277,0.02251562848687172
1615108259.348691,278,0.016468483954668045
1615108261.1346734,279,0.00941196084022522
1615108262.8986742,280,0.012597810477018356
1615108264.6394937,281,0.011603333987295628
1615108266.4394903,282,0.01785731315612793
1615108268.214285,283,0.018628086894750595
1615108269.958929,284,0.016153661534190178
1615108271.7239206,285,0.008841803297400475
1615108273.484923,287,0.015770748257637024
1615108275.2789207,288,0.012755362316966057
1615108277.0399208,289,0.020468877628445625
1615108278.8159275,290,0.011824698187410831
1615108280.5649204,291,0.011674243025481701
1615108282.3219216,292,0.018392927944660187
1615108284.193921,293,0.01889854297041893
1615108285.9909205,294,0.012558912858366966
1615108287.7702625,295,0.012872092425823212
1615108289.5932164,296,0.013890935108065605
1615108291.3494725,297,0.009776596911251545
1615108293.1600788,299,0.013432817533612251
1615108298.4827,300,0.01470508798956871
1615108300.264034,301,0.011297938413918018
1615108302.05824,302,0.013269049115478992
1615108303.8816197,303,0.021188661456108093
1615108305.6790988,304,0.018060671165585518
1615108307.4312909,305,0.009339559823274612
1615108309.241295,306,0.00975425448268652
1615108311.0082905,307,0.008772109635174274
1615108312.7852924,308,0.009403139352798462
1615108314.566109,309,0.02803933434188366
1615108316.3182008,310,0.01588105782866478
1615108318.1223917,311,0.01279484760016203
1615108319.8863971,313,0.025613291189074516
1615108321.6503906,314,0.016764862462878227
1615108323.4093957,315,0.016258152201771736
1615108325.1663878,316,0.017270129173994064
1615108326.9222412,317,0.011626922525465488
1615108328.7086217,318,0.012845678254961967
1615108330.4684358,319,0.014415734447538853
1615108332.2439268,320,0.011607673019170761
1615108333.9889715,321,0.0178972277790308
1615108335.7339385,322,0.011249320581555367
1615108337.5549273,323,0.01552722416818142
1615108339.3179371,325,0.011640776880085468
1615108341.0891507,326,0.020716089755296707
1615108342.832146,327,0.014757217839360237
1615108344.5817056,328,0.02902001515030861
1615108346.3477037,329,0.013527742587029934
1615108348.1259258,330,0.011433547362685204
1615108349.870404,331,0.01557182241231203
1615108351.6435807,332,0.009420267306268215
1615108353.3708968,333,0.010774998925626278
1615108355.1666362,334,0.0016839922172948718
1615108357.0657299,335,0.01754824072122574
1615108358.838311,336,0.01653670333325863
1615108360.595096,338,0.010713104158639908
1615108362.385136,339,0.009977607987821102
1615108364.212599,340,0.01756202057003975
1615108365.9924374,341,0.006707655265927315
1615108367.7683537,342,0.01271269004791975
1615108369.5050838,343,0.012469721958041191
1615108371.3166811,344,0.02000468224287033
1615108373.166282,345,0.009980741888284683
1615108374.973114,346,0.016832871362566948
1615108376.7894363,347,0.014039961621165276
1615108378.5598972,348,0.023006349802017212
1615108380.312897,350,0.013722739182412624
1615108382.1348972,351,0.0038604510482400656
1615108383.8988988,352,0.011363446712493896
1615108385.6508965,353,0.02596971020102501
1615108387.4586308,354,0.008242213167250156
1615108389.2396133,355,0.011908993124961853
1615108391.111614,356,0.02001078985631466
1615108392.9666142,357,0.01140523049980402
1615108394.7676146,358,0.008721197955310345
1615108396.5766168,359,0.014284772798418999
1615108398.324614,360,0.013408278115093708
1615108400.0726135,362,0.011575253680348396
1615108401.8166134,363,0.011671136133372784
1615108403.5879645,364,0.016823487356305122
1615108405.3869622,365,0.006255562882870436
1615108407.1514442,366,0.010895014740526676
1615108408.8914459,367,0.012800967320799828
1615108410.6224432,368,0.004373455885797739
1615108412.3804924,369,0.01723582111299038
1615108414.129475,370,0.015622394159436226
1615108415.9384756,371,0.02197176218032837
1615108417.674753,372,0.003467393107712269
1615108419.4587502,373,0.014134764671325684
1615108421.245956,375,0.013533411547541618
1615108423.0193923,376,0.024476200342178345
1615108424.8724926,377,0.012556989677250385
1615108426.6655304,378,0.014161616563796997
1615108428.4781296,379,0.015711743384599686
1615108430.2211213,380,0.009074119850993156
1615108431.9651217,381,0.016857441514730453
1615108433.7461214,382,0.017153672873973846
1615108435.5431242,383,0.009339496493339539
1615108437.4999685,384,0.012701301835477352
1615108439.2962875,385,0.00043175561586394906
1615108441.3004873,387,0.01729067973792553
1615108443.2809355,388,0.011059957556426525
1615108445.056378,389,0.018685588613152504
1615108446.9498193,390,0.010402372106909752
1615108448.7320466,391,0.006597999483346939
1615108450.596321,392,0.002823399379849434
1615108452.543918,393,0.014977486804127693
1615108454.4767077,394,0.01807522214949131
1615108456.4093757,395,0.01719660684466362
1615108458.2213852,396,0.0172722265124321
1615108460.0364068,397,0.01211997214704752
1615108461.8143766,399,0.008812573738396168
1615108467.1330001,400,0.015499196946620941
1615108469.1246552,401,0.005577101372182369
1615108470.9881034,402,0.010423732921481133
1615108472.8281364,403,0.013984769582748413
1615108474.619914,404,0.009688553400337696
1615108476.3596,405,0.0118215037509799
1615108478.0924141,406,0.009023980237543583
1615108479.9145186,407,0.008760723285377026
1615108481.8489854,408,0.010448693297803402
1615108483.6519828,409,0.011732850223779678
1615108485.4827788,410,0.01030497532337904
1615108487.4118059,411,0.014798442833125591
1615108489.296855,413,0.010092186741530895
1615108491.1468346,414,0.013889523223042488
1615108493.0008368,415,0.012992671690881252
1615108494.9478376,416,0.014615700580179691
1615108496.9054537,417,0.01589054986834526
1615108498.7931433,418,0.009996370412409306
1615108500.6875339,419,0.022144783288240433
1615108502.529475,420,0.012527035549283028
1615108504.379489,421,0.013006049208343029
1615108506.1754868,422,0.012322625145316124
1615108507.9734123,423,0.014776778407394886
1615108509.8014119,425,0.01615994982421398
1615108511.580412,426,0.02371962182223797
1615108513.3914273,427,0.017330227419734
1615108515.1375897,428,0.02271125838160515
1615108516.9065886,429,0.02349385991692543
1615108518.6786022,430,0.010436773300170898
1615108520.5316014,431,0.014976346865296364
1615108522.3306053,432,0.01334716659039259
1615108524.1146026,433,0.008864679373800755
1615108525.9466012,434,0.01700807735323906
1615108527.8586798,435,0.018700318410992622
1615108529.7876766,436,0.010073594748973846
1615108531.804798,438,0.00904689822345972
1615108533.649509,439,0.012708818539977074
1615108535.4489954,440,0.007701277732849121
1615108537.2129447,441,0.014203600585460663
1615108539.1203685,442,0.009257250465452671
1615108540.9655654,443,0.019981956109404564
1615108542.840278,444,0.01145941112190485
1615108544.5882084,445,0.014298147521913052
1615108546.364209,446,0.012460513971745968
1615108548.1479576,447,0.017839467152953148
1615108549.9385846,448,0.01148140337318182
1615108551.685971,450,0.012611965648829937
1615108553.43513,451,0.014769278466701508
1615108555.4180386,452,0.007288456428796053
1615108557.2689104,453,0.014453836716711521
1615108559.084049,454,0.017759021371603012
1615108560.9231982,455,0.005380944348871708
1615108562.6879103,456,0.012768430635333061
1615108564.4987483,457,0.007552686613053083
1615108566.3067465,458,0.013618248514831066
1615108568.0642238,459,0.01154572144150734
1615108569.9346786,460,0.01582253724336624
1615108571.66831,462,0.010351690463721752
1615108573.4658532,463,0.007349170278757811
1615108575.365612,464,0.013954054564237595
1615108577.2331781,465,0.0066083213314414024
1615108579.1091752,466,0.009130327962338924
1615108581.036175,467,0.008006390184164047
1615108582.825183,468,0.013710525818169117
1615108584.7231758,469,0.016084736213088036
1615108586.5274208,470,0.006827928591519594
1615108588.4831185,471,0.0087501909583807
1615108590.336866,472,0.021752862259745598
1615108592.095381,473,0.014016592875123024
1615108593.8622835,475,0.009420091286301613
1615108595.6750803,476,0.012595303356647491
1615108597.4418888,477,0.008884090930223465
1615108599.2288916,478,0.012724715285003185
1615108601.07728,479,0.013383378274738789
1615108602.8654487,480,0.019979465752840042
1615108604.6148782,481,0.007197217550128698
1615108606.3783433,482,0.015224841423332691
1615108608.1654894,483,0.010309265926480293
1615108609.965485,484,0.010489281266927719
1615108611.7704844,485,0.02036225236952305
1615108613.5654867,487,0.0069388290867209435
1615108615.3711667,488,0.025976309552788734
1615108617.1250503,489,0.011560793966054916
1615108618.919349,490,0.01230127178132534
1615108620.744497,491,0.012246071361005306
1615108622.5111403,492,0.015106244012713432
1615108624.416131,493,0.010462775826454163
1615108626.2269144,494,0.012083707377314568
1615108627.9927611,495,0.009241064079105854
1615108629.7852588,496,0.0038362909108400345
1615108631.579275,497,0.007074189838021994
1615108633.3598716,499,0.011874510906636715
1615108638.5823078,500,0.014975816011428833
1615108640.3752086,501,0.010879754088819027
1615108642.2492106,502,0.014190474525094032
1615108644.208991,503,0.01405325997620821
1615108646.0663128,504,0.009894859045743942
1615108648.0753932,505,0.011881208047270775
1615108649.8404057,506,0.0077096461318433285
1615108651.7284014,507,0.01623009331524372
1615108653.6693988,508,0.008280538953840733
1615108655.5233955,509,0.013990814797580242
1615108657.4555154,510,0.013767010532319546
1615108659.3489614,511,0.016181038692593575
1615108661.2306395,513,0.00944910105317831
1615108663.0809367,514,0.014340290799736977
1615108665.0479295,515,0.012860625982284546
1615108667.0544026,516,0.013737084344029427
1615108668.9062471,517,0.01954667456448078
1615108670.70956,518,0.010498589836061
1615108672.4735122,519,0.008904960006475449
1615108674.435044,520,0.01936216838657856
1615108676.3130286,521,0.007350829895585775
1615108678.2663689,522,0.011370590887963772
1615108680.1455076,523,0.01326439343392849
1615108682.0928566,525,0.012127426452934742
1615108683.9253545,526,0.004437432158738375
1615108685.8709395,527,0.0073940628208220005
1615108687.7643583,528,0.007136333733797073
1615108689.5407605,529,0.008314862847328186
1615108691.3257594,530,0.020739136263728142
1615108693.0877597,531,0.011160765774548054
1615108694.8867595,532,0.009222166612744331
1615108696.6707602,533,0.01346014067530632
1615108698.5537589,534,0.022260542958974838
1615108700.430275,535,0.01905004307627678
1615108702.2762752,536,0.011112069711089134
1615108704.1502745,538,0.017734374850988388
1615108705.977275,539,0.008190196007490158
1615108707.7617793,540,0.00932307355105877
1615108709.519946,541,0.009094294160604477
1615108711.2820628,542,0.012377392500638962
1615108713.0953898,543,0.011322191916406155
1615108714.8818293,544,0.00820173043757677
1615108716.6865768,545,0.011247128248214722
1615108718.469514,546,0.007134602405130863
1615108720.4283466,547,0.010682163760066032
1615108722.1760945,548,0.013884837739169598
1615108723.960094,550,0.018111832439899445
1615108725.783104,551,0.011195424012839794
1615108727.619158,552,0.007355798035860062
1615108729.5531578,553,0.025350041687488556
1615108731.5101573,554,0.007814581505954266
1615108733.311038,555,0.010636208578944206
1615108735.2220373,556,0.0003057484282180667
1615108737.2454143,557,0.013794328086078167
1615108739.1932158,558,0.01459516491740942
1615108741.0615768,559,0.008484618738293648
1615108742.9995153,560,0.014242082834243774
1615108744.9369965,562,0.02265695296227932
1615108746.9321728,563,0.005426853895187378
1615108748.7843935,564,0.004414683673530817
1615108750.6837487,565,0.009635734371840954
1615108752.4602659,566,0.014430684968829155
1615108754.3402479,567,0.01860053278505802
1615108756.156247,568,0.017728790640830994
1615108757.9272487,569,0.01316659152507782
1615108759.6652462,570,0.011113150976598263
1615108761.4022496,571,0.010900645516812801
1615108763.2802474,572,0.015271195210516453
1615108765.0982482,573,0.009570195339620113
1615108767.0482514,575,0.017252730205655098
1615108768.955249,576,0.014671760611236095
1615108770.87167,577,0.002006252994760871
1615108772.8496685,578,0.01103014126420021
1615108774.6506717,579,0.01698688045144081
1615108776.515666,580,0.0053530409932136536
1615108778.4908864,581,0.01204302441328764
1615108780.2946048,582,0.004780443385243416
1615108782.2162843,583,0.013214824721217155
1615108784.1372857,584,0.012969709001481533
1615108785.9012866,585,0.010122468695044518
1615108787.7017362,587,0.008462585508823395
1615108789.559434,588,0.00790779385715723
1615108791.4855762,589,0.015345068648457527
1615108793.4973452,590,0.01401546597480774
1615108795.2851024,591,0.010483747348189354
1615108797.0179224,592,0.01602097600698471
1615108798.7702005,593,0.008391108363866806
1615108800.5342064,594,0.011990477330982685
1615108802.3962142,595,0.0134858014062047
1615108804.1592054,596,0.016215069219470024
1615108805.878231,597,0.010546064004302025
1615108807.698247,599,0.01570017635822296
1615108812.9365158,600,0.010662750340998173
1615108814.737494,601,0.016253113746643066
1615108816.4964945,602,0.00843862909823656
1615108818.275321,603,0.012607302516698837
1615108820.0856533,604,0.01897561550140381
1615108821.8426383,605,0.004917359910905361
1615108823.588655,606,0.0076791695319116116
1615108825.3576374,607,0.016989445313811302
1615108827.1175432,608,0.007338247261941433
1615108828.8808792,609,0.012209729291498661
1615108830.7166023,610,0.007976844906806946
1615108832.438596,611,0.014577897265553474
1615108834.1893566,613,0.010593321174383163
1615108835.9527256,614,0.012309866957366467
1615108837.708984,615,0.014790838584303856
1615108839.5126593,616,0.010167837142944336
1615108841.275364,617,0.013590180315077305
1615108843.052152,618,0.01127911638468504
1615108844.8131123,619,0.014108080416917801
1615108846.6046355,620,0.009836874902248383
1615108848.362236,621,0.004856139421463013
1615108850.1921132,622,0.011185361072421074
1615108851.9802868,623,0.0032697785645723343
1615108853.7457802,625,0.0069875577464699745
1615108855.4961467,626,0.0076065766625106335
1615108857.2594872,627,0.011070861481130123
1615108859.0155017,628,0.014737490564584732
1615108860.7776392,629,0.009826820343732834
1615108862.5668027,630,0.0077742720022797585
1615108864.3311627,631,0.012513021007180214
1615108866.0926695,632,0.00814893003553152
1615108867.8359504,633,0.017901476472616196
1615108869.625741,634,0.011520051397383213
1615108871.3960185,635,0.011951323598623276
1615108873.2590258,636,0.00727444002404809
1615108875.0290182,638,0.023972652852535248
1615108876.8000188,639,0.008738101460039616
1615108878.5440202,640,0.007483015768229961
1615108880.297018,641,0.008815469220280647
1615108882.0650356,642,0.01601741835474968
1615108883.7960203,643,0.013781823217868805
1615108885.533018,644,0.0138296689838171
1615108887.2593043,645,0.01739843375980854
1615108889.0497267,646,0.010196135379374027
1615108890.8709645,647,0.013713004067540169
1615108892.702254,648,0.012105985544621944
1615108894.4492574,650,0.02123621292412281
1615108896.1930816,651,0.008753158152103424
1615108898.0348868,652,0.012931376695632935
1615108899.7798848,653,0.01703290268778801
1615108901.5188863,654,0.012732460163533688
1615108903.2788832,655,0.012083437293767929
1615108905.0338852,656,0.012009852565824986
1615108906.7858858,657,0.006628434639424086
1615108908.630945,658,0.014073947444558144
1615108910.3879447,659,0.012652704492211342
1615108912.1429527,660,0.0067551108077168465
1615108913.924944,662,0.004228056874126196
1615108915.6779437,663,0.010907445102930069
1615108917.4377966,664,0.008897613734006882
1615108919.192677,665,0.009491759352385998
1615108920.9535463,666,0.02084025926887989
1615108922.731408,667,0.010258088819682598
1615108924.4943109,668,0.01728953793644905
1615108926.2623127,669,0.010703579522669315
1615108928.0669284,670,0.010605988092720509
1615108929.8464158,671,0.008152884431183338
1615108931.625404,672,0.005347060039639473
1615108933.3746555,673,0.012630433775484562
1615108935.128601,675,0.012116788886487484
1615108936.935617,676,0.014359571970999241
1615108938.7336044,677,0.01211254671216011
1615108940.4866004,678,0.007927886210381985
1615108942.2716193,679,0.011494905687868595
1615108944.0236037,680,0.0073960996232926846
1615108945.7776074,681,0.016728319227695465
1615108947.5587802,682,0.0020575544331222773
1615108949.3331573,683,0.00949577335268259
1615108951.0701559,684,0.008448061533272266
1615108952.8351548,685,0.00814015045762062
1615108954.9005618,687,0.0064339167438447475
1615108956.6485624,688,0.012189456261694431
1615108958.4159555,689,0.012959124520421028
1615108960.1819806,690,0.018017735332250595
1615108961.9359822,691,0.010756997391581535
1615108963.6929803,692,0.00795680657029152
1615108965.424982,693,0.003689410164952278
1615108967.2303438,694,0.0073912558145821095
1615108968.9880204,695,0.011331947520375252
1615108970.7817395,696,0.009004165418446064
1615108972.5360348,697,0.010199842974543571
1615108974.3151784,699,0.018411848694086075
1615108979.5125484,700,0.0023698932491242886
1615108981.282586,701,0.010875171050429344
1615108983.0155835,702,0.011074909940361977
1615108984.766602,703,0.013509120792150497
1615108986.5615864,704,0.008226722478866577
1615108988.3820393,705,0.005640847142785788
1615108990.1780374,706,0.00831559207290411
1615108991.9700544,707,0.009683829732239246
1615108993.8500443,708,0.01091715693473816
1615108995.6120393,709,0.013479487039148808
1615108997.4160388,710,0.013196581043303013
1615108999.1670406,711,0.009823624975979328
1615109000.914038,713,0.006232014857232571
1615109002.6930401,714,0.013950462453067303
1615109004.4460387,715,0.009347756393253803
1615109006.1910398,716,0.013444270007312298
1615109007.9466414,717,0.016740301623940468
1615109009.8275218,718,0.01571735367178917
1615109011.6215236,719,0.018964868038892746
1615109013.4195235,720,0.010645968839526176
1615109015.1825216,721,0.01270768791437149
1615109016.9435253,722,0.013534262776374817
1615109018.777279,723,0.005290778819471598
1615109020.5652764,725,0.010965629480779171
1615109022.32208,726,0.017383456230163574
1615109024.0670588,727,0.013870644383132458
1615109025.789048,728,0.0067794425413012505
1615109027.5212712,729,0.01139264740049839
1615109029.3483837,730,0.015392854809761047
1615109031.1423845,731,0.0028072416316717863
1615109032.8813856,732,0.0015182808274403214
1615109034.624386,733,0.015019765123724937
1615109036.3693275,734,0.006795169785618782
1615109038.1224532,735,0.017373286187648773
1615109039.9061387,736,0.009969613514840603
1615109041.7494488,738,0.01336135808378458
1615109043.5217664,739,0.009442591108381748
1615109045.300384,740,0.01815818063914776
1615109047.0909889,741,0.010488886386156082
1615109048.8947213,742,0.008408349938690662
1615109050.7889104,743,0.005252035800367594
1615109052.60869,744,0.011445694603025913
1615109054.4806914,745,0.007125891279429197
1615109056.41445,746,0.014911897480487823
1615109058.2960875,747,0.010660445317626
1615109060.169413,748,0.007823006249964237
1615109062.064936,750,0.015581558458507061
1615109064.0199366,751,0.00856005772948265
1615109065.9049368,752,0.010654177516698837
1615109067.856658,753,0.011318306438624859
1615109069.7669365,754,0.0137318791821599
1615109071.6279185,755,0.007745560724288225
1615109073.4309173,756,0.0034494155552238226
1615109075.2309165,757,0.015340583398938179
1615109077.0705917,758,0.009022712707519531
1615109078.821183,759,0.008470493368804455
1615109080.7252843,760,0.008236873894929886
1615109082.5062566,762,0.0174927469342947
1615109084.5060377,763,0.008288858458399773
1615109086.4313543,764,0.011051012203097343
1615109088.194346,765,0.011493699625134468
1615109090.0533643,766,0.013814743608236313
